periodo,anio,fecha_descarga,distrito_fiscal,tipo_fiscalia,materia,especialidad,tipo_caso,especializada,ingresado,atendido,ubigeo_pjfs,dpto_pjfs,prov_pjfs,dist_pjfs,fecha_corte,año_descarga
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,SUPERIOR,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,21,21,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,NO_TIPO_ESPECIALIZADA,3,3,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,SUPERIOR,PENAL,PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,27,27,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,SUPERIOR,PENAL,PENAL,INCIDENTE-EXPEDIENTE,NO_TIPO_ESPECIALIZADA,16,16,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,SUPERIOR,PENAL,PENAL,QUEJAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,37,37,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,SUPERIOR,PENAL,PENAL,QUEJAS,NO_TIPO_ESPECIALIZADA,674,650,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,PROVINCIAL,CIVIL,CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,32,32,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,PROVINCIAL,FAMILIA,ACTOS CONTRA LA LIBERTAD SEXUAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,156,146,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,2398,2306,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,926,864,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,235,235,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,NO_TIPO_ESPECIALIZADA,971,891,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,248,240,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,DENUNCIA,NO_TIPO_ESPECIALIZADA,19,18,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,1,1,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,487,390,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,CONTRA LA CRIMINALIDAD ORGANIZADA,127,120,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,LAVADO DE ACTIVOS Y PERDIDA DE DOMINIO,111,107,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,439,402,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRATA DE PERSONAS,186,181,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,20860,19583,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,PROVINCIAL,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,47600,42312,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,3,3,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,MATERIA AMBIENTAL,52,52,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,NO_TIPO_ESPECIALIZADA,959,959,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,NO_TIPO_ESPECIALIZADA,108,97,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,SUPERIOR,CIVIL,CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,50,46,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,307,280,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,SUPERIOR,FAMILIA,FAMILIA CIVIL,INCIDENTE,NO_TIPO_ESPECIALIZADA,12,11,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,48,42,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,SUPERIOR,FAMILIA,FAMILIA PENAL,INCIDENTE,NO_TIPO_ESPECIALIZADA,2,2,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,SUPERIOR,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,37,32,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,108,101,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,INCIDENTE,NO_TIPO_ESPECIALIZADA,1576,1446,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,232,231,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,NO_TIPO_ESPECIALIZADA,1719,1643,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,SUPERIOR,PENAL,PENAL,CONSULTAS,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,126,122,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,SUPERIOR,PENAL,PENAL,CONSULTAS,NO_TIPO_ESPECIALIZADA,337,323,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,SUPERIOR,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,126,107,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,6,6,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,NO_TIPO_ESPECIALIZADA,34,34,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,SUPERIOR,PENAL,PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,66,59,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,SUPERIOR,PENAL,PENAL,INCIDENTE-EXPEDIENTE,NO_TIPO_ESPECIALIZADA,7,7,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,SUPERIOR,PENAL,PENAL,QUEJAS,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,515,494,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AREQUIPA,SUPERIOR,PENAL,PENAL,QUEJAS,NO_TIPO_ESPECIALIZADA,2700,2634,40101,AREQUIPA,AREQUIPA,AREQUIPA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,PROVINCIAL,CIVIL,CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,48,40,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,PROVINCIAL,FAMILIA,ACTOS CONTRA LA LIBERTAD SEXUAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,171,156,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,455,423,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,479,373,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,262,246,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,NO_TIPO_ESPECIALIZADA,811,723,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,206,185,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,DENUNCIA,NO_TIPO_ESPECIALIZADA,158,145,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,5,4,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,518,466,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,PROVINCIAL,PENAL,PENAL,DENUNCIA,CONTRA LA CRIMINALIDAD ORGANIZADA,85,84,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,361,358,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,PROVINCIAL,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,19,19,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRAFICO ILICITO DE DROGAS,409,403,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,PROVINCIAL,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,258,256,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,PROVINCIAL,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,23492,20727,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,10,9,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,MATERIA AMBIENTAL,82,81,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,NO_TIPO_ESPECIALIZADA,408,406,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,NO_TIPO_ESPECIALIZADA,306,284,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,SUPERIOR,CIVIL,CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,1,0,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,19,18,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,SUPERIOR,FAMILIA,FAMILIA CIVIL,INCIDENTE,NO_TIPO_ESPECIALIZADA,1,1,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,27,27,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,SUPERIOR,FAMILIA,FAMILIA PENAL,INCIDENTE,NO_TIPO_ESPECIALIZADA,1,1,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,SUPERIOR,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,19,19,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,120,117,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,INCIDENTE,NO_TIPO_ESPECIALIZADA,3,3,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,82,82,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,NO_TIPO_ESPECIALIZADA,802,802,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,SUPERIOR,PENAL,PENAL,APELACION EXPEDIENTE,NO_TIPO_ESPECIALIZADA,2,2,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,SUPERIOR,PENAL,PENAL,CONSULTAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,33,33,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,SUPERIOR,PENAL,PENAL,CONSULTAS,NO_TIPO_ESPECIALIZADA,223,220,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,SUPERIOR,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,19,18,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,SUPERIOR,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,97,83,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,NO_TIPO_ESPECIALIZADA,30,30,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,SUPERIOR,PENAL,PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,320,303,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,SUPERIOR,PENAL,PENAL,INCIDENTE-EXPEDIENTE,NO_TIPO_ESPECIALIZADA,12,12,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,SUPERIOR,PENAL,PENAL,QUEJAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,51,51,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AYACUCHO,SUPERIOR,PENAL,PENAL,QUEJAS,NO_TIPO_ESPECIALIZADA,977,968,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CAJAMARCA,PROVINCIAL,CIVIL,CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,201,185,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CAJAMARCA,PROVINCIAL,FAMILIA,ACTOS CONTRA LA LIBERTAD SEXUAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,5,3,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CAJAMARCA,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,1115,1053,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CAJAMARCA,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,684,658,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CAJAMARCA,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,156,147,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CAJAMARCA,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,NO_TIPO_ESPECIALIZADA,1174,1147,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CAJAMARCA,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,73,71,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CAJAMARCA,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,DENUNCIA,NO_TIPO_ESPECIALIZADA,50,48,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CAJAMARCA,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,3,3,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CAJAMARCA,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,382,372,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CAJAMARCA,PROVINCIAL,PENAL,PENAL,DENUNCIA,CONTRA LA CRIMINALIDAD ORGANIZADA,30,30,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CAJAMARCA,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,130,130,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CAJAMARCA,PROVINCIAL,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,4,4,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CAJAMARCA,PROVINCIAL,PENAL,PENAL,DENUNCIA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,3272,3262,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CAJAMARCA,PROVINCIAL,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,21577,20969,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CAJAMARCA,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,5,2,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CAJAMARCA,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,MATERIA AMBIENTAL,101,101,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CAJAMARCA,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,NO_TIPO_ESPECIALIZADA,478,478,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CAJAMARCA,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,NO_TIPO_ESPECIALIZADA,492,474,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CAJAMARCA,SUPERIOR,CIVIL,CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,17,17,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CAJAMARCA,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,29,29,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,2023-06-15,2023
